title,company,location,date,url,source,job_id,description,requirements
Java Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-developer-2/,gotfriends,86248,לחברה סטארטאפ בוטיקית בתחום תעשיית ה- ad tech דרושים ודרושות מפתחי ומפתחות Java. נבחרת המפתחים שלנו נותנת כלים לפרסומאים להפוך את האינטואיציות ואת היצירתיות שלהם לאלגוריתם מתוחכם שיוצר סיפורי הצלחה. אנחנו עובדים עם סוכניות הפרסום הגדולות בעולם. אנחנו יוצרים פתרונות חכמים שמנתחים ומנטרים עבור מפרסמים את זירת הפעילות שלהם כדי להביא לחשיפה מקסימלית ותוצאות חכמות יותר. אנחנו מחפשים מפתחים שאוהבים טכנולוגיה ולא מפחדים להתנסות בטכנולוגיות חדשות שעבורם יצירתיות היא הכרח ולא בונוס. אנו מציעים אתגר עניין ותנאים מעולים.,-2 שנות ניסיון בפיתוח Java -הכרות עם סקאלה יתרון גדול - עבודה בסטארטאפ יתרון
ל SU דרוש/ה מפתח/ת Java לרילוקישן,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/ל-su-דרושה-מפתחת-java-לרילוקישן/,gotfriends,95382,"אנחנו חברת סטארטאפ שמפתחת מוצר חדש בעולם המציאות הרבודה. גייסנו כספים מקרנות מובילות ואנחנו בתנופת צמיחה והתרחבות. אנחנו פותחים סניף חדש בלונדון ומחפשים מפתח Java מנוסה לתפקיד אסטרטגי הכולל הנחת תשתית פיתוחית למוצר חדש המיועד לשוק האמריקאי. התפקיד עתיד להתפתח לניהול והובלה של צוות פיתוח מקומי שיוביל את קו מוצרי החברה המיועד לארצות הברית. אנחנו מחפשים מפתח/ת שמנוסה בעבודה על מוצר משלבי ה-POC , בחירת טכנולוגיות ומעורבות בביזנס החברה שלנו מובלת על ידי יזמים מנוסים. מורכבת ממפתחים מובילים שיוצרים תרבות ארגוניות מיוחדת וכיפית",-5 שנות ניסיון בפיתוח Java -הכרות עם סקאלה יתרון גדול - עבודה בסטארטאפ יתרון גדול -אנגלית על בוריה
מפתח/ת Java לסטארטאפ בתל אביב,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/מפתחת-java-לסטארטאפ-בתל-אביב/,gotfriends,95311,סטארטאפ בשל ומצליח שמפתח מוצר חדש בעולם הגיימינג מגייס מפתח/ת Java מזמינים מפתח/ת Java שמעוניין לעבוד באווירה דינמית עם צוות קטן של מפתחים חזקים ומנוסים. החברה עובדת על מוצר חדש לאחר גיוס של 30 מיליון דולר מקרנות מובילות. הזדמנות מעולה להכנס לחברה עם צוות פיתוח חזק. תנאים מפנקים והמון אתגר!,- 5 שנות ניסיון בפיתוח Java -ניסיון בפיתוח Fullstack - יתרון -ניסיון בעבודה בסביבה סטארטאפיסטית -עבודה על מוצרי גיימינג - יתרון משמעותי
לסטארטאפ בהקמה דרוש/ה מפתח/ת JAVA,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/לסטארטאפ-בהקמה-דרושה-מפתחת-java/,gotfriends,89869,לסטארטאפ בשלב ה-POC דרוש/ה מפתח/ת JAVA חזק/ה על מנת להוביל את את התחום בחברה. הזדמנות להשתלב בסטארטאפ שהוקם על ידי יזמים ותיקים ומוערכים. מגובה בתמיכה של קרנות מבוססות וידועות. מפתחים מוצר חדשני ליעול ושיפור רשת ארגונית. הזדמנות להיות מראשוני המצטרפים לסטארטאפ לקחת חלק פעיל בבחירת טכנולוגיות לעבוד בסביבת Work life balance ולהנות מתנאים מיוחדים,"- 5 שנות ניסיון בעבודה בסביבת Networking -הכרות עם טכנולוגיות Cloud: Azure, AWS, Google Cloud Platorm -ניסיון בעבודה מעל לינוקס -תואר במדעי המחשב או תחום משיק -ניסיון פיתוח ב JAVA"
Tech Lead Java ללא ניסיון לחברת Big Data,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/tech-lead-java-ללא-ניסיון-לחברת-big-data/,gotfriends,94085,"חברה שעובדת עם Big Data אמיתי מגייסת לשורותיה מפתח/ת Java מנוסה מאוד שמעוניין/ת לעשות את קפיצת המדרגה ל-Tech Lead. מדובר בחברה מבוססת ומצליחה, עם סניפים ברחבי העולם, שעובדת בתצורה סטארטאפיסטית. מזמינים מפתח/ת Java מנוסה שמעוניין/ת להיכנס לעולם של big data ולהיות חלק מסטארטאפ מצליח",-8 שנות ניסיון בפיתוח Java - ניסיון של שלוש שנים לפחות בחברת מוצר -תואר במדעי המחשב - יתרון
Java / Scala Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-scala-developer-2/,gotfriends,94710,"לחברת סטארטאפ עם מוצר בעולמות ה-IOT דרוש /ה מפתח /ת Java /Scala. לקחנו את עולם ה- IOT צעד אחד קדימה ואנו עובדים על פיתוחים בעולם אינטרנט התעשייתי. הזדמנות מעולה עבור מפתחי /ות Java Scala להכנס לעולם חדש ומרתק ולפתח מוצר בסקייל גבוה. המשרה מיועדת עבור מפתח /ת מנוסה בפיתוחים מאפס, ארכיטקטורה ודיזיין שמכיר /ה עולמות של Big Data Apache Spark Storm Hadhoop ולא חושש /ת מטכנולוגיות חדשות",- תואר ראשון במדעי המחשב - הכרחי -3 שנות ניסיון בפיתוח Java / Scala - ניסיון בארכיטקטורה / דזיין של קוד - הכרות עם עולמות של Big Data - הכרות עם סביבת שWIndows / Linux
Senior Developer Java לסטארטאפ בשרון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/senior-developer-java-לסטארטאפ-בשרון/,gotfriends,96915,לחברת סטארטאפ המפתחת פלטפורמה עבור מפתחים דרוש/ה מפתח/ת Java הזדמנות מעולה להשתלב בחברה העובדת בחזית הטכנולוגיה. מפתחים מוכשרים ומנוסים המעוניינים להפיק קוד איכותי המעוניינים להיות חלק מצוות איכותי זו הזדמנות עבורך !,-תואר ראשון במדעי המחשב -ניסיון בפיתוח ב-j2e -ניסיון בפיתוח ב-C++/ C -ניסיון בעבודה מעל Linux
Java Team Leader למעבדת innovation בשרון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-team-leader-למעבדת-innovation-בשרון/,gotfriends,97672,"חטיבת innovation של חברה גלובלית ומצליחה מגייסת מפתח/ת Fullstack Java לצוות ה-CTO מדובר בצוות שמפתח את מוצרי הדגל של החברה מאפס, עוסקים בבחינת טכנולוגיות בשלבי ה-POC. הזדמנות מעולה להיות חלק מחברה מעולה, צוות אסטרטגי ולעבוד בחזית הטכנולוגיה!",-תואר ראשון במדעי המחשב -5 שנות ניסיון בפיתוח Java -ניסיון ניהולי -רקע בעבודה בסטארטאפים - בייחוד בשלבים ראשונים
מפתחי/מפתחות Java / Scala למרכז innovation,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/מפתחימפתחות-java-scala-למרכז-innovation/,gotfriends,88943,מרכז פיתוח של חברה מובילה בעולמות ה-web מחפשת מפתחי ומפתחות Java/ Scala עם דרייב ופאשן להצטרף לצוות הפיתוח ולהיות שותפים לפיתוח של מוצר מאפס פתחנו פלטפורמה שעוזרת למיליוני יוזרים ברחבי העולם ליצור ולשתף תוכן בקלות ובמהירות. כיום אנחנו נחשבים לאחת מהחברות המובילות בעולם ה-web ומזמינים אתכם/ן להצטרף להצלחה שלנו.,-ניסיון בפיתוח ב- Java או Scala- שלוש שנים לפחות -הכרות עם שפות server אחרות - יתרון משמעותי -Linux- הכרחי -הכרות עם Big Data - הכרחי
VP RnD לסטארטאפ בתחום האנליטיקס,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/vp-rnd-לסטארטאפ-בתחום-האנליטיקס/,gotfriends,96827,סטארטאפ יציב ובשל מגייס לשורותיו VP RnD מנוסה להובלת מחלקת פיתוח. הזדמנות מעולה עבור מנהלים/ות מנוסות. עם רקע והכרות בעולם ה-Java שמעוניינים להוביל מחלקת פיתוח באחד הסטארטאפים הבולטים כיום. אנחנו סטארטאפ ממומן היטב. המיסדים שלנו הם שמות מוכרים בתעשיה יוצאי יחידות טכנולוגיות ובעלי רקורד של אקזיטים. הזדמנות להתברג בתפקיד מפתח באחד הסטארטאפים המבטיחים של 2018,-ניסיון ניהולי של קבוצות פיתוח או מחלקות פיתוח -הכרות עם עולמות Java -Scala יתרון
מפתח/ת Java לחברת סטארטאפ בשרון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/מפתחת-java-לחברת-סטארטאפ-בשרון/,gotfriends,94337,"לחברת סטארטאפ מובילה המפתחת פלטפורמה מורכבת לעולם ה-Mobile דרוש/ה מפתח/ת Java. אנחנו בונים מוצר שמספק עבור מפרסמים תובנות על אפליקציות המובייל שלהם. אם אתם מעוניינים/ות להיות חלק מחברה דינמית, לפתח מערכת מורכבת, לעבוד יחד עם צוות המוצר של החברה עם טכנולוגות עדכניות אתם מוזמנים/ות לשלוח קורות חיים",-תואר ראשון במדעי המחשב -3 שנות ניסיון בפיתוח Java -ניסיון עם דNOSQL Database -ניסיון עם Spring/ Tomcat
JAVA לסטארטאפ מבוסס היטב בתל אביב,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-לסטארטאפ-מבוסס-היטב-בתל-אביב/,gotfriends,95585,"חברת סטארטאפ מבוססת וותיקה מגייסת לשורותיה איש/אשת JAVA החברה מפתחת פלטפורמה מורכבת עבור ארגונים. לחברה סניפים בניו יורק ובסן פרנסיסקו. הפלטפורמה שלנו היא יחודית ומוטמעת בהצלחה בחברות מוכרות, שנחשבות מובילות דעת קהל בתחומן. אנחנו אחרי שלושה גיוסים ובמגמת התרחבות וצמיחה. מזמינים מפתחי/ות Java מובילים שמעוניינים להצטרף לצוות innovation חדש. שרוצים לפתח מוצר Big Data אמיתי עם server מורכב מאוד.",- 5 שנות ניסיון פיתוח ב-JAVA - microservices - Elastic - AWS
Java Team Leader לסטארטאפ בשרון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-team-leader-לסטארטאפ-בשרון/,gotfriends,95609,"סטארטאפ בשרון מגייס לשורותיו ראש צוות שיוביל/תוביל קבוצת מפתחי Java בארץ ובחו""ל. הסטארטאפ הוא סטארטאפ מצליח, ממומן היטב, המורכב מנבחרת מובחרת של מפתחים ומפתחות יוצאי יחידות טכנולוגיות וגוגליסטים לשעבר. מחפשים מועמד/ת שמסוגל/ת להוביל טכנולוגית ומקצועית מפתחים/ות מהרמה הראשונה. תנאים מעולים ומפנקים של סטארטאפ!",- 4 שנות ניסיון בפיתוח Java -ניסיון ניהולי של שנתיים - השכלה רלוונטית - יתרון
לחברת אבטחת מידע מובילה - מפתח/ת Java,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/לחברת-אבטחת-מידע-מובילה-מפתחת-java/,gotfriends,96276,"למה כדאי ? חברה שממומנת היטב ומובלת על ידי יזמים יוצאי חברות אבטחה מובילות שחוו כבר כמה אקזיטים למה באמת זה כדאי ? חברה שמאמינה מאוד בעובדים שלה ונותנת להם את הבמה, המוצר שלנו הוא ביטוי משותף לא רק של היכולת הטכנולוגיות של העובדים שלנו אלא גם של האישיות שלהם. החברה שלנו היא נבחרת שמורכבת מהמפתחים הטובים ביותר כיום בעולם אבטחת המידע. מזמינים מפתחי Java מוכשרים שמעוניינים לפתח ולהתפתח יחד עם חברת סטארטאפ מובילה",- 4 שנות ניסיון בפיתוח Java -ניסיון בפיתוח מערכות מורכבות large sacle -מנוסה בעבודה עם Spring/ Hibernate
מפתח/ת Java לחברה בתחום הבינה המלאכותית,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/מפתחת-java-לחברה-בתחום-הבינה-המלאכותית/,gotfriends,93373,"מעבדת חדשנות מגייסת לשורותיה מפתח/ת Java מנוסה לעבודה צמודה עם צוות הבינה המלאכותית של המעבדה. אנו מפתחים אלגוריתמים של NLP עובדים בצמידות לחוקרים בולטים בתחום מאוניברסיטאות קימברידג' וסטנפורד. הביזנס שלנו פונה לעולם ה-fintech הזדמנות מעולה להצטרף למעבדת מחקר ופיתוח מהשורה הראשונה, להיות חלק מבחירה של טכנולוגיות ולעבוד בצמידות לאלגוריתמאים בעלי שם עולמי",- 4 שנות ניסיון בפיתוח- שנתיים לפחות ב- Java - ניסיון Hands on ב- Java8 -ניסיון בפיתוח פונקציונלי ב- Scala יתרון -הכרות עם NLP יתרון
דרוש/ה תוכניתן /ית JAVA - הסבה ל-Scala,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/דרושה-תוכניתן-ית-java-הסבה-ל-scala/,gotfriends,90305,הזדמנות מעולה עבור מפתחות ומפתחים שרוצים להכנס לאחת השפות החמות ביותר בשוק. לפתח בסטארטאפ בשל מוצר בעולם ה-Fraud Detection. אנו סטארטאפ באווירה צעירה. עם תרבות ווייב של סטארטאפ. תוכלו לפתח אצלנו עם בירה צוננת ביד לפני שתלכו לעשות שיעורי יוגה על הגג שלנו. תוך כדי התמקצעות באחת השפות החמות ביותר בשוק.,- 3 שנות ניסיון בכל שפת פיתוח -ניסיון בעבודה עם סביבת אלגוריתמים
לחברה בתחום האנרגיה הסולארית - ראש צוות Java ללא ניסיון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/לחברה-בתחום-האנרגיה-הסולארית-ראש-צוות-java-ללא-ניסיון-1/,gotfriends,92527,לסטארטאפ בתחום האנרגיה הסולארית דרוש/ה ראש צוות פיתוח JAVA ללא ניסיון. לחברה מוצר המייעל את השימוש באנרגיה סולארית ובימים אלו הוא נכנס לשווקים חדשים. הזדמנות מצוינת למפתחי/ות JAVA עם רקורד של הצטיינות להצטרף לחברה שמובילה בחדשנות ולהוביל צוות של מפתחי/ות JAVA חזקים/ות. תנאים מעולים למתאימים ואפשרויות קידום רבות.,-תואר במדעי המחשב -6 שנות ניסיון בפיתוח Java מחברות מעולות -רקורד של מצוינות (אקדמית / מקצועית)
Tech Lead Java ללא ניסיון לחברת Big Data,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/tech-lead-java-ללא-ניסיון-לחברת-big-data-1/,gotfriends,94085,"חברה שעובדת עם Big Data אמיתי מגייסת לשורותיה מפתח/ת Java מנוסה מאוד שמעוניין/ת לעשות את קפיצת המדרגה ל-Tech Lead. מדובר בחברה מבוססת ומצליחה, עם סניפים ברחבי העולם, שעובדת בתצורה סטארטאפיסטית. מזמינים מפתח/ת Java מנוסה שמעוניין/ת להיכנס לעולם של big data ולהיות חלק מסטארטאפ מצליח",-8 שנות ניסיון בפיתוח Java - ניסיון של שלוש שנים לפחות בחברת מוצר -תואר במדעי המחשב - יתרון
Software Architect Java לסטארטאפ בעולם אבטחת המידע,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/software-architect-java-לסטארטאפ-בעולם-אבטחת-המידע/,gotfriends,98006,"סטארטאפ מוביל בעולם אבטחת המידע מגייס לשורותיו Software Architect שצמח/ה מעולמות ה-Java. הזדמנות מעולה להשתלב בסטארטאפ מוביל, ממומן על ידי קרנות מהשורה הראשונה שעובד בחזית הטכנולוגיה. התפקיד כולל בחירת טכנולוגיות ארכיטקטורה ועיצוב עבור מערכות ופלטפורמות בסקייל גבוה עם כמויות טראפיק אדירות הזדמנות להשתלב בחברה מעולה עם תנאים מעולים.","-4 שנות ניסיון בארכיטקטורה של מערכות בסקייל גבוה - 5 שנות ניסיון בפיתוח- הכרות טובה עם עולמות ה- Java Scala Python -הכרות עם עולמות של SAAS, Cloud ו- BIg Data -תואר ראשון במדעי המחשב"
Java Team Leader למרכז פיתוח,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-team-leader-למרכז-פיתוח/,gotfriends,97999,"מרכז פיתוח של סטארטאפ ישראלי מצליח מגייס לשורותיו ראש/ת צוות Java. להוביל צוות פיתוח משמעותי כולל חניכה, מנטורינג והובלה טכנולוגית. הזדמנות להוביל צוות בתרבות עבודה יחודית שמבוססת על מתודלוגית Agile. מועמדים/ות עם רקורד של מצוינות טכנולוגית ועם רקע בהובלה וחניכה של צוותים מוזמנים/ות להגיש קורות חיים",-4 שנות ניסיון ניהול צוות פיתוח (מעל שלושה אנשים) שפיתחו ב- Java -הכרות עם scala יתרון
Tech Lead Java לעבודה בסטארטאפ,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/tech-lead-java-לעבודה-בסטארטאפ/,gotfriends,98178,"סטארטאפ המפתח פלטפורמה העוסקת בחיזוי ואנליטיקות המבוססות על ניטור תנועות גוף עבור מעקב וניטור רפואי מגייס לשורותיו מפתח/ת Java לצוות פיתוח שגדל במהרה.עבודת הפיתוח היא מקצה לקצה וכולל קוד, Review Design ומעט ארכיטקטורה. אנחנו ממומנים היטב על ידי מיטב הקרנות. נשמח לפגוש מפתחי/מפתחות Java מובילים/ות המחפשים/ות את האתגר הבא שלהם/ן ורוצים/ות לעבוד בסטארטאפ בחזית הטכנולוגיה",-תואר ראשון במדעי המחשב -3 שנות ניסיון בפיתוח Java ניסיון בעבודה על מוצר סקילבלי -ניסיון בעבודה על Database של NoSQL כולל MongoDB -ניסיון בעבודה מול AWS -Linux
R&D Team Leader,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/rd-team-leader/,gotfriends,98438,"לחברה מצליחה בתחום השיווק האינטרנטי, הממוקמת בתל אביב, דרוש/ה מפתח/ת JAVA לקוחות החברה הם אתרי אינטרנט מהגדולים והמובילים בעולם בתחומם, אשר משתמשים בפלטפורמה השיווקית של החברה על מנת להגדיל את חשיפתם בפני צרכנים פוטנציאליים. כיום החברה מונה 150 עובדים והתכנון הוא להמשיך לגדול! סביבת עבודה מפנקת ותנאים מעולים למתאימים!","ניסיון של 5 שנים ומעלה בפיתוח JAVA -חובה ניסיון ניהולי של לפחות 3 שנים-חובה חובה ניסיון באחת מן הטכנולוגיות ביג דטה- Hadoop, Spark, Storm, Spark Streaming, Kafka"
Senior developer JAVA / J2EE,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/senior-developer-java-j2ee/,gotfriends,89982,"לחברת סטאראפ מצליחה שמפתחת מוצר לניהול קבלת החלטות עם גב כלכלי חזק וצוות מקצועי איכותי שכיף לעבוד איתו , צוות שמאמין בWORK LIFE BALANCE ועבודה עם הטכנולוגיות הכי מתקדמות היום בעולמות ה JAVA דרוש/ה תוכניתן/נית לתפקיד פיתוח מאתגר של פיתוח תשתיות ומתן פתרונות טכנולוגיים יצירתיים.","4-10 שנות ניסיון בפיתוח JAVA Server Side ניסיון בעבודה עם סביבות Spring, Hibernate ניסיון בארכיטקטורה ו Code review ניסיון מול Oracle / Sql Server ניסיון בפיתוח BIG DATA - יתרון תואר ראשון טכנולוגי ממוסד אקדמי מוכר -יתרון אנגלית ברמה גבוהה"
מפתח/ת fullstack java להקמה של סטארטאפ חדש בשרון,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/מפתחת-fullstack-java-להקמה-של-סטארטאפ-חדש-בשרון/,gotfriends,98489,"סטארטאפ חדש המפתח מערכת IOT ואנליטיקות Real Time עבור תאגידים גלובלים ברחבי העולם מגייס מפתח/ת Java חזק שמנוסה בעבודת הקמה תשתית של סטארטאפ. מדובר בפוזיציה אסטרטגית שעתידה להתפתח למשרת ארכיטקטורה והובלה של צוות הפיתוח. ממומנים היטב - עם לקוחות משלמים בדמות תאגידי ענק שמשתמשים בפלטפורמה. התפקיד כולל בחירה של טכנולוגיות, בחירה של מתודולוגיות עבודה, הבנה בארכיטקטורה ואלגוריתמיקה.","-8 שנות ניסיון בפיתוח ב-Java -Agile -ניסיון בארכיטקטורה -ניסיון בעבודה על פלטפורמות IOT או אנליטיקס -Python, C#, R, Kafka, Spark"
JAVA/.NET Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/javanet-developer/,gotfriends,98477,"לחברת סייבר מצליחה דרוש/ה JAVA/.NET Developer פיתוח בטכנולוגיות הכי מתקדמות שיש היום, אפשרות להיות שותף לצוות הפיתוח המוביל של החברה. הזדמנות מצויינת להיכנס לחברה מדהימה ולהשתלב בסביבת עבודה מהנה, שבה אפשר להשפיע ולתרום, תוך למידה והתפתחות אישית. אם יש לך מוטיבציה גבוהה, תשוקה ללמידת דברים חדשים, אהבה לטכנולוגיה ונכונות לקחת אחריות כחלק מצוות פיתוח מוכשר ומנוסה - אנו רוצים לראות את קורות החיים שלך.",2 שנות ניסיון בC#+JAVA מצטייני/מצטיינות תואר ראשון - יתרון משמעותי
Fullstack לחברה בתחום ה- Fraud (Scala),אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/fullstack-לחברה-בתחום-ה-fraud-scala/,gotfriends,98408,לסטארטאפ המפתח פלטפורמה בעולם ה-Fraud דרוש/ה מפתח/ת Fullstack החברה בונה מערכות בסקייל גבוה המשמשות ארגונים גדולים ומסייעת במניעת הונאות אשראי בסכומי עתק. הזדמנות מעולה להיות חלק מחברה ממומנת היטב עם תנאים מעולים ולפתח מוצר בחזית הטכנולוגיה.,"-תואר ראשון במדעי המחשב -3 שנות ניסיון בפיתוח לצד שרת -שנתיים ניסיון בפיתוח Frontend : AngularJS, Anuglar, React -ניסיון בעבודה עם Scala ו Ruby on Rails -ניסיון בעבודה עם Angular 4/5 יתרון"
מפתח/ת Java עבור צוות פיתוח חדש,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/מפתחת-java-עבור-צוות-פיתוח-חדש/,gotfriends,98274,"צוות פיתוח חדש בחברת הייטק גלובלית מובילה ומבוססת מגייסת לשורותיו מפתח/ת Java שרוצה להיות חלק מצוות פיתוח חדש בעולם ה - Big Data . להיות חלק מעבודה על פלטפורמה בסקייל גבוה, עם תעבורת משתמשים גבוהה, על אחת מפלטפורמות ה- Hadhoop הגדולות בעולם.",-7 שנות ניסיון בפיתוח Java -תואר ראשון במדעי המחשב -ניסיון עם Hadhoop -יתרון גדול
Java Tech Lead לסטארטאפ חדש,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-tech-lead-לסטארטאפ-חדש/,gotfriends,97858,סטארטאפ חדש המפתח אפליקציה המסייעת בהפחתת תאונות דרכים מגייס לשורותיו Tech Lead Java. אנחנו מפתחים מוצר שעושה שימוש באלגוריתמיקה מתקדמת Computer Vision כולל פיתוחים חומרתיים מתקדמים. המוצר שלנו מושק ומוטמע ברכבים ברחבי העולם. עובדים עם מערכות ב- Scale מאוד גבוה. מלבד אתגר טכנולוגי בלתי פוסק אנחנו Dog Friendly מאמינים ב- work life balance .,-5-6 שנות ניסיון בפיתוח Java -ניסיון בפיתוח מעל Linux -הכרות עם עולם הרכב האוטונומי -יתרון משמעותי -ניסיון בעבודה עם מערכות בסקייל גבוה
Java Team Leader לקבוצת ה- NLP,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-team-leader-לקבוצת-ה-nlp/,gotfriends,97827,למעבדת innovation של חברה גלובלית המפתחת פלטפורמה בעולם ה-Fintech דרוש/ה ראש/ת צוות NLP. הזדמנות מעולה להוביל קבוצת פיתוח שמפתחת מאפס פלטפורמות חכמות מבוססות NLP ו Machine Learning תפקיד שכולל אתגרים טכנולוגים וניהולים. עבודה על מוצר מקצה אל קצה בסביבת innovation ובחירת טכנולוגיות,-תואר ראשון במדעי המחשב -7 שנות ניסיון בפיתוח -3 שנות ניסיון כראש צוות -ניסיון בפיתוח ב- Java
Java Fullstack לסטארטאפ בתחום ה-online payments,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-fullstack-לסטארטאפ-בתחום-ה-online-payments/,gotfriends,96197,"לסטארטאפ מבטיח בעולם ה- online payments דרוש/ה מפתח/ת Java עם אורינטציה פולסטקית. הסטארטאפ שלנו מפתח פלטפורמה מאובטחת וחכמה שמסייעת לאנשים ולעסקים קטנים לגדול ולצמוח. היזמים שלנו הם מהבולטים בשוק. דמויות מוכרות שהובילו כמה סטארטאפים. אנחנו מאמינים בפלטפורמה שלנו נשמח לפגוש מפתחי Java חזקים שמעוניינים בערך מוסף, בפיתוח פלטפורמה משמעותית בחזית הטכנולוגיה","-תואר ראשון במדעי המחשב - חובה -ניסיון בפיתוח ב-J2E -הכרות עם SQL, HTML, Angular, JavaScript, JQuery, Spring, Hibernate"
לחברת Start-Up בתחום הרפואי- ראש/ת צוות Java ו-Devops,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/לחברת-start-up-בתחום-הרפואי-ראשת-צוות-java-ו-devops/,gotfriends,95761,לחברת סטארטאפ המפתחת מוצר בתחום הרפואי דרוש/ה ראש/ת צוות Java. החברה מפתחת מוצר שנועד לסייע לילדים עם צרכים מיוחדים התנהלות יומיומית. החברה מובלת על ידי יזמים מובילים בעלי רקורד של הצלחה ומגובה במימון על ידי הקרנות המובילות בתחום. מדובר בתפקיד אסטרטגי בחברה- הכולל נגיעות ב-Devops מפתחי ומפתחות Java שמעוניינים לעשות את קפיצת המדרגה הבאה בקריירה מוזמנים/ות לשלוח קורות חיים,-5 שנות ניסיון בפיתוח Java -עבודה מול הענן - AWS - Spring / Hibernate חובה
לחברה בתחום האנרגיה המתחדשת דרוש/ה מפתח/ת Java,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/לחברה-בתחום-האנרגיה-המתחדשת-דרושה-מפתחת-java/,gotfriends,91977,לחברת סטארטאפ עם מוצר טכנולוגי מורכב ועם תרומה ממשית בעולמות האנרגיה המתחדשת דרוש/ה מפתח/ת Java. מאוד כיף לעבוד על מוצר מתקדמים שמשלב עולמות של תקשורת big Data ואנרגיה מתחדשת. אנחנו בונים מוצר שהופך את חייהם של אנשים ברחבי העולם לטובים יותר. אנחנו גאים במוצר שלנו- כותבים אותו ב-Java ומחפשים מפתח/ת Java מנוסה שירצה לעבוד איתנו. האם זה את/ה ?,-4-5 שנות ניסיון בפיתוח Java -ניסיון בעבודה עם מערכות ב-Scale גבוה -Design -ניסיון ב- AWS
Java - Algorithm,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/java-developer/java-algorithm/,gotfriends,90381,"לחברת סטארטאפ בתל אביב דרוש/ה מפתח/ת Java עם נגיעה באלגוריתמיקה של Machine Learning. עבודה על מערכות בסקייל גבוה עם אתגר טכנולוגי. ניתוח טקסט אלגוריתמים של NLP, גרסאות מתקדמות של Java. חברה מובילה עם מוצר בעל משתמשים רבים ברחבי העולם. תנאים מעולים למתאימים",-תואר ראשון במדעי המחשב -3 שנות ניסיון בפיתוח Java -ניסיון בעבודה עם ה-Cloud -ניסיון עם Database לא רלציונים
